cycle,setting_1,setting_2,setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,cycle_norm,RUL
10,20.0028,0.7009,100.0,491.19,607.17,1477.56,1242.65,9.35,13.65,335.41,2323.9,8722.46,1.08,44.12,315.32,2388.02,8054.79,9.1948,0.02,365,2324,100.0,24.39,14.8092,0.040983606557377,234
11,24.999,0.62,60.0,462.54,536.51,1258.72,1047.35,7.05,9.02,175.29,1915.39,8006.86,0.94,36.52,165.18,2028.23,7871.88,10.8321,0.02,305,1915,84.93,14.33,8.5863,0.0450819672131147,233
12,42.0038,0.84,100.0,445.0,549.13,1349.17,1124.84,3.91,5.72,139.15,2211.87,8314.72,1.02,41.85,130.68,2387.97,8086.05,9.3753,0.02,331,2212,100.0,10.77,6.4248,0.0491803278688524,232
13,25.002,0.62,60.0,462.54,536.24,1259.0,1045.77,7.05,9.02,175.32,1915.28,8000.7,0.94,36.43,164.85,2028.22,7876.23,10.8715,0.02,306,1915,84.93,14.34,8.646,0.0532786885245901,231
14,10.0028,0.25,100.0,489.05,604.31,1492.78,1303.39,10.52,15.49,394.95,2318.83,8770.62,1.26,45.1,371.36,2388.03,8125.77,8.6168,0.03,368,2319,100.0,28.61,17.1437,0.0573770491803278,230
15,0.0022,0.0,100.0,518.67,642.16,1580.7,1391.08,14.62,21.61,554.72,2388.05,9054.01,1.3,47.07,522.62,2388.05,8137.54,8.4045,0.03,392,2388,100.0,39.26,23.4098,0.0614754098360655,229
16,20.0052,0.7,100.0,491.19,607.76,1477.04,1242.94,9.35,13.65,334.83,2323.88,8718.08,1.08,44.14,315.23,2388.05,8063.81,9.2024,0.02,364,2324,100.0,24.66,14.7403,0.0655737704918032,228
17,42.0045,0.84,100.0,445.0,549.55,1342.7,1121.54,3.91,5.71,138.07,2211.9,8325.99,1.02,41.93,131.38,2388.01,8081.66,9.3357,0.02,329,2212,100.0,10.67,6.407,0.0696721311475409,227
18,25.0001,0.6215,60.0,462.54,536.66,1256.08,1041.4,7.05,9.02,175.66,1915.32,8012.89,0.94,36.37,164.83,2028.19,7864.33,10.8404,0.02,308,1915,84.93,14.11,8.5771,0.0737704918032786,226
19,0.0012,0.0,100.0,518.67,642.41,1582.74,1395.17,14.62,21.61,553.59,2388.03,9042.54,1.3,47.31,522.36,2388.06,8131.18,8.3782,0.03,392,2388,100.0,39.16,23.3313,0.0778688524590164,225
20,0.0023,0.0,100.0,518.67,642.18,1583.96,1395.46,14.62,21.61,554.62,2388.02,9051.68,1.3,47.23,521.9,2387.98,8130.4,8.3681,0.03,390,2388,100.0,39.06,23.3765,0.081967213114754,224
21,42.0055,0.8413,100.0,445.0,548.66,1350.11,1111.81,3.91,5.71,139.14,2211.95,8323.19,1.02,41.67,130.98,2387.99,8083.79,9.35,0.02,328,2212,100.0,10.62,6.3143,0.0860655737704918,223
22,25.0058,0.6213,60.0,462.54,536.37,1254.6,1037.91,7.05,9.02,175.39,1915.3,8014.22,0.94,36.63,164.43,2028.25,7871.97,10.8463,0.02,307,1915,84.93,14.32,8.6378,0.0901639344262295,222
23,20.0049,0.7,100.0,491.19,607.1,1475.0,1238.11,9.35,13.65,334.94,2323.92,8717.09,1.08,44.24,315.47,2388.02,8062.18,9.1968,0.02,363,2324,100.0,24.62,14.6899,0.0942622950819672,221
24,20.0067,0.7,100.0,491.19,607.27,1473.06,1245.92,9.35,13.65,335.63,2323.93,8724.44,1.08,44.01,315.14,2388.04,8066.04,9.1621,0.02,362,2324,100.0,24.48,14.8458,0.0983606557377049,220
25,0.0002,0.0007,100.0,518.67,642.08,1577.18,1402.24,14.62,21.61,554.44,2387.99,9053.61,1.3,47.26,522.81,2388.01,8137.07,8.4169,0.03,392,2388,100.0,39.01,23.3684,0.1024590163934426,219
26,10.0068,0.2504,100.0,489.05,604.5,1494.47,1299.9,10.52,15.49,394.18,2318.86,8771.84,1.26,45.18,371.93,2388.06,8127.86,8.607,0.03,368,2319,100.0,28.68,17.267,0.1065573770491803,218
27,42.0043,0.84,100.0,445.0,549.31,1352.46,1113.48,3.91,5.71,138.68,2211.91,8322.71,1.02,41.76,130.29,2388.02,8090.19,9.3128,0.02,330,2212,100.0,10.76,6.4051,0.110655737704918,217
28,20.0029,0.7,100.0,491.19,607.36,1481.82,1240.78,9.35,13.65,335.92,2323.91,8719.95,1.08,44.15,315.31,2388.1,8062.45,9.2037,0.02,364,2324,100.0,24.63,14.6565,0.1147540983606557,216
29,20.0013,0.7,100.0,491.19,606.98,1476.56,1248.09,9.35,13.65,335.43,2323.89,8722.71,1.08,44.08,315.89,2388.04,8056.35,9.1909,0.02,364,2324,100.0,24.49,14.8539,0.1188524590163934,215
30,9.9981,0.2506,100.0,489.05,604.28,1499.41,1292.9,10.52,15.49,394.23,2318.84,8773.42,1.26,45.37,372.12,2388.0,8130.48,8.5971,0.03,369,2319,100.0,29.0,17.1678,0.1229508196721311,214
31,9.9993,0.25,100.0,489.05,604.11,1497.85,1303.46,10.52,15.49,395.61,2318.86,8777.83,1.26,45.03,372.54,2388.06,8132.0,8.6306,0.03,369,2319,100.0,28.64,17.228,0.1270491803278688,213
32,20.0061,0.7,100.0,491.19,607.45,1475.84,1246.79,9.35,13.65,335.3,2323.91,8720.98,1.08,44.15,315.76,2388.05,8064.14,9.1669,0.02,364,2324,100.0,24.54,14.7637,0.1311475409836065,212
33,25.0078,0.6214,60.0,462.54,536.76,1257.45,1043.18,7.05,9.02,175.78,1915.3,8000.96,0.94,36.47,164.64,2028.21,7872.55,10.8675,0.02,305,1915,84.93,14.26,8.5646,0.1352459016393442,211
34,25.0074,0.62,60.0,462.54,535.88,1258.62,1044.15,7.05,9.03,175.85,1915.31,8007.09,0.94,36.55,164.54,2028.15,7871.0,10.848,0.02,305,1915,84.93,14.27,8.6153,0.1393442622950819,210
35,0.001,0.0014,100.0,518.67,642.07,1585.57,1400.22,14.62,21.61,554.74,2388.07,9047.66,1.3,47.18,522.38,2388.01,8131.84,8.4191,0.03,391,2388,100.0,38.92,23.4541,0.1434426229508196,209
36,42.005,0.8407,100.0,445.0,549.14,1349.65,1125.26,3.91,5.71,138.77,2211.93,8320.72,1.02,41.77,130.24,2387.99,8081.85,9.3218,0.02,329,2212,100.0,10.63,6.3173,0.1475409836065573,208
37,41.9998,0.8415,100.0,445.0,549.27,1345.67,1120.81,3.91,5.71,139.41,2211.9,8317.17,1.02,41.87,131.13,2387.95,8078.59,9.2977,0.02,330,2212,100.0,10.4,6.2758,0.151639344262295,207
38,35.0014,0.8402,100.0,449.44,554.87,1367.7,1121.92,5.48,8.0,195.0,2222.92,8346.73,1.02,41.6,183.39,2388.01,8067.95,9.2852,0.02,332,2223,100.0,14.88,8.9475,0.1557377049180328,206
39,10.0018,0.25,100.0,489.05,604.4,1496.77,1298.8,10.52,15.49,395.61,2318.83,8771.76,1.26,45.31,371.92,2388.02,8132.31,8.5887,0.03,367,2319,100.0,28.63,17.1915,0.1598360655737705,205
40,35.0074,0.84,100.0,449.44,554.94,1362.24,1122.11,5.48,8.0,194.68,2222.89,8348.63,1.02,41.63,183.61,2387.95,8061.89,9.2838,0.02,333,2223,100.0,14.95,8.8834,0.1639344262295081,204
41,42.008,0.8403,100.0,445.0,549.58,1352.43,1119.53,3.91,5.71,139.24,2211.94,8320.85,1.02,41.65,131.04,2387.94,8084.31,9.352,0.02,328,2212,100.0,10.64,6.345,0.1680327868852459,203
42,0.0027,0.0008,100.0,518.67,642.41,1589.62,1398.47,14.62,21.61,553.79,2388.01,9044.26,1.3,47.27,522.88,2387.98,8132.43,8.4222,0.03,391,2388,100.0,38.85,23.3385,0.1721311475409836,202
43,42.0009,0.84,100.0,445.0,549.22,1346.9,1118.49,3.91,5.71,138.98,2211.94,8313.39,1.02,41.86,131.02,2388.0,8080.37,9.3024,0.02,330,2212,100.0,10.66,6.4945,0.1762295081967213,201
44,20.002,0.7018,100.0,491.19,607.06,1482.13,1248.53,9.35,13.65,334.98,2323.88,8721.0,1.08,44.23,314.9,2388.02,8059.5,9.1606,0.02,364,2324,100.0,24.63,14.7431,0.180327868852459,200
45,10.0047,0.2515,100.0,489.05,604.4,1502.06,1307.65,10.52,15.49,394.09,2318.82,8775.66,1.26,45.22,372.25,2388.01,8130.75,8.628,0.03,368,2319,100.0,28.59,17.2241,0.1844262295081967,199
46,20.0072,0.7,100.0,491.19,607.61,1480.75,1244.77,9.35,13.65,334.9,2323.87,8721.48,1.08,44.26,315.37,2388.05,8061.73,9.2044,0.02,363,2324,100.0,24.47,14.7856,0.1885245901639344,198
47,10.0066,0.25,100.0,489.05,604.48,1500.5,1302.87,10.52,15.49,395.01,2318.85,8776.67,1.26,45.25,371.82,2388.03,8131.77,8.6557,0.03,369,2319,100.0,28.74,17.2023,0.1926229508196721,197
48,0.0001,0.0,100.0,518.67,642.57,1583.78,1400.53,14.62,21.61,554.34,2388.0,9055.6,1.3,47.25,522.36,2388.07,8129.19,8.4236,0.03,392,2388,100.0,39.22,23.3921,0.1967213114754098,196
49,41.9995,0.84,100.0,445.0,549.49,1349.95,1120.78,3.91,5.71,138.04,2211.86,8315.32,1.02,41.83,130.51,2388.02,8079.14,9.3445,0.02,331,2212,100.0,10.65,6.414,0.2008196721311475,195
50,24.9987,0.62,60.0,462.54,536.6,1257.99,1043.87,7.05,9.03,175.87,1915.31,8007.86,0.94,36.51,164.93,2028.26,7868.53,10.8766,0.02,307,1915,84.93,14.35,8.5347,0.2049180327868852,194
51,24.9995,0.62,60.0,462.54,536.93,1255.44,1037.32,7.05,9.03,174.88,1915.3,7997.44,0.94,36.61,164.59,2028.21,7873.43,10.8831,0.02,307,1915,84.93,14.38,8.5314,0.2090163934426229,193
52,10.0078,0.25,100.0,489.05,604.15,1497.57,1302.82,10.52,15.49,395.41,2318.78,8776.83,1.26,45.13,371.89,2387.97,8134.87,8.662,0.03,369,2319,100.0,28.67,17.2782,0.2131147540983606,192
53,20.006,0.701,100.0,491.19,606.79,1486.68,1236.1,9.35,13.65,334.77,2323.85,8715.19,1.08,44.35,315.05,2388.02,8059.17,9.2154,0.02,365,2324,100.0,24.69,14.7379,0.2172131147540983,191
54,20.0023,0.7,100.0,491.19,606.75,1479.72,1241.22,9.35,13.65,335.07,2323.9,8722.34,1.08,44.33,314.86,2388.0,8059.46,9.2358,0.02,364,2324,100.0,24.49,14.7425,0.221311475409836,190
55,0.0013,0.0,100.0,518.67,642.21,1581.46,1399.57,14.62,21.61,554.03,2388.05,9051.16,1.3,47.19,522.24,2388.04,8133.29,8.4063,0.03,392,2388,100.0,39.27,23.3393,0.2254098360655737,189
56,42.0045,0.84,100.0,445.0,549.33,1344.2,1117.4,3.91,5.71,138.47,2211.89,8316.94,1.02,41.89,130.91,2387.93,8083.74,9.3183,0.02,330,2212,100.0,10.69,6.3841,0.2295081967213114,188
57,0.0026,0.0,100.0,518.67,642.18,1583.33,1397.02,14.62,21.61,555.0,2388.01,9047.28,1.3,47.28,522.4,2388.03,8140.47,8.404,0.03,394,2388,100.0,38.91,23.352,0.2336065573770492,187
58,0.0005,0.0,100.0,518.67,642.18,1588.12,1393.57,14.62,21.61,554.59,2388.03,9056.82,1.3,47.14,522.4,2387.96,8138.76,8.3937,0.03,394,2388,100.0,38.93,23.5136,0.2377049180327868,186
59,10.0019,0.2503,100.0,489.05,604.3,1499.64,1301.68,10.52,15.49,395.38,2318.82,8773.05,1.26,45.16,371.89,2388.05,8128.19,8.6345,0.03,369,2319,100.0,28.69,17.2641,0.2418032786885245,185
60,10.0036,0.2518,100.0,489.05,604.42,1495.07,1310.32,10.52,15.49,394.67,2318.8,8775.88,1.26,45.38,371.69,2388.06,8131.69,8.6674,0.03,369,2319,100.0,28.89,17.1955,0.2459016393442623,184
61,10.0,0.2511,100.0,489.05,604.07,1496.42,1307.95,10.52,15.49,394.94,2318.85,8774.59,1.26,45.19,372.24,2388.07,8129.25,8.6136,0.03,368,2319,100.0,28.65,17.0954,0.25,183
62,0.0014,0.0,100.0,518.67,642.76,1582.51,1393.5,14.62,21.61,554.09,2388.03,9060.87,1.3,47.4,522.32,2388.08,8132.9,8.3586,0.03,392,2388,100.0,39.07,23.5214,0.2540983606557377,182
63,41.999,0.84,100.0,445.0,548.99,1359.78,1120.79,3.91,5.71,139.01,2211.94,8320.7,1.02,41.86,130.77,2388.01,8089.9,9.335,0.02,330,2212,100.0,10.77,6.3593,0.2581967213114754,181
64,24.9987,0.62,60.0,462.54,536.34,1257.0,1038.33,7.05,9.02,175.14,1915.24,8010.2,0.94,36.66,164.92,2028.26,7864.04,10.8864,0.02,305,1915,84.93,14.26,8.625,0.2622950819672131,180
65,42.0013,0.8401,100.0,445.0,549.0,1346.04,1127.69,3.91,5.71,138.69,2211.95,8325.69,1.02,41.9,130.34,2388.05,8084.7,9.3614,0.02,329,2212,100.0,10.58,6.3178,0.2663934426229508,179
66,10.0053,0.25,100.0,489.05,603.98,1486.31,1303.06,10.52,15.49,395.1,2318.84,8776.87,1.26,45.2,371.7,2388.04,8128.33,8.6189,0.03,370,2319,100.0,28.39,17.1493,0.2704918032786885,178
67,42.0067,0.84,100.0,445.0,549.31,1348.56,1114.92,3.91,5.71,138.32,2211.89,8326.0,1.02,41.77,131.35,2387.95,8081.66,9.332,0.02,330,2212,100.0,10.79,6.3467,0.2745901639344262,177
68,0.0018,0.0,100.0,518.67,642.29,1583.91,1401.01,14.62,21.61,554.24,2388.02,9046.2,1.3,47.38,522.11,2388.05,8132.33,8.3875,0.03,391,2388,100.0,38.94,23.4033,0.2786885245901639,176
69,20.0055,0.7,100.0,491.19,607.36,1485.93,1246.68,9.35,13.66,335.13,2323.91,8718.06,1.08,44.27,315.28,2388.03,8064.05,9.2007,0.02,364,2324,100.0,24.29,14.8067,0.2827868852459016,175
70,10.0027,0.25,100.0,489.05,604.59,1502.27,1303.29,10.52,15.49,395.3,2318.84,8773.72,1.26,45.13,371.61,2388.09,8126.25,8.6383,0.03,369,2319,100.0,28.75,17.2605,0.2868852459016393,174
71,42.0049,0.8401,100.0,445.0,549.1,1352.73,1115.64,3.91,5.71,139.61,2211.91,8318.95,1.02,41.85,130.52,2387.95,8082.16,9.3551,0.02,331,2212,100.0,10.62,6.2958,0.290983606557377,173
72,0.0023,0.0013,100.0,518.67,642.6,1586.31,1401.56,14.62,21.61,553.39,2388.0,9052.59,1.3,47.27,522.36,2388.08,8138.31,8.4353,0.03,390,2388,100.0,39.03,23.3841,0.2950819672131147,172
73,42.003,0.8408,100.0,445.0,549.62,1355.07,1112.34,3.91,5.71,138.49,2211.95,8320.75,1.02,41.85,130.53,2387.97,8081.19,9.374,0.02,329,2212,100.0,10.7,6.3979,0.2991803278688524,171
74,20.0062,0.7,100.0,491.19,606.76,1484.55,1244.92,9.35,13.65,334.38,2323.89,8730.64,1.08,44.26,315.44,2388.06,8058.14,9.1921,0.02,364,2324,100.0,24.52,14.8412,0.3032786885245901,170
75,0.0003,0.0007,100.0,518.67,641.61,1578.22,1394.01,14.62,21.61,553.92,2388.06,9057.24,1.3,47.22,522.39,2388.02,8136.2,8.4259,0.03,392,2388,100.0,38.94,23.3106,0.3073770491803279,169
76,35.008,0.841,100.0,449.44,555.66,1351.83,1127.28,5.48,8.0,194.62,2222.97,8347.71,1.02,41.93,183.43,2387.97,8068.57,9.3091,0.02,333,2223,100.0,14.97,8.9112,0.3114754098360656,168
77,9.9989,0.25,100.0,489.05,604.46,1491.44,1304.97,10.52,15.49,394.59,2318.84,8777.71,1.26,45.05,372.54,2388.1,8128.88,8.6178,0.03,368,2319,100.0,28.78,17.2139,0.3155737704918033,167
78,24.9984,0.62,60.0,462.54,536.59,1259.19,1044.35,7.05,9.02,175.8,1915.31,8012.85,0.94,36.65,164.89,2028.23,7870.16,10.8591,0.02,306,1915,84.93,14.28,8.6902,0.319672131147541,166
79,35.0031,0.84,100.0,449.44,555.75,1358.69,1119.45,5.48,8.0,194.36,2222.94,8342.95,1.02,41.59,183.29,2388.07,8061.5,9.3021,0.02,334,2223,100.0,14.64,8.989,0.3237704918032787,165
80,41.9988,0.8405,100.0,445.0,549.48,1344.11,1124.19,3.91,5.72,138.91,2211.88,8318.95,1.02,41.83,130.65,2388.03,8085.25,9.344,0.02,329,2212,100.0,10.52,6.3033,0.3278688524590163,164
81,0.0014,0.0012,100.0,518.67,641.35,1576.98,1404.1,14.62,21.61,554.03,2388.04,9049.47,1.3,47.16,522.03,2387.98,8140.29,8.4248,0.03,392,2388,100.0,38.93,23.494,0.3319672131147541,163
82,0.0004,0.0,100.0,518.67,642.65,1579.01,1401.01,14.62,21.61,553.92,2388.08,9046.16,1.3,47.32,521.99,2387.99,8134.62,8.4374,0.03,391,2388,100.0,39.06,23.3789,0.3360655737704918,162
83,25.0053,0.62,60.0,462.54,536.41,1255.65,1048.02,7.05,9.03,175.81,1915.33,8016.78,0.94,36.58,165.22,2028.23,7874.02,10.8717,0.02,307,1915,84.93,14.03,8.5297,0.3401639344262295,161
84,19.9981,0.7019,100.0,491.19,607.57,1483.28,1247.7,9.35,13.65,334.52,2323.9,8722.04,1.08,44.26,315.03,2388.0,8061.43,9.1748,0.02,366,2324,100.0,24.64,14.6809,0.3442622950819672,160
85,0.002,0.0012,100.0,518.67,641.71,1585.08,1401.42,14.62,21.61,553.5,2388.05,9056.68,1.3,47.18,522.49,2388.05,8134.52,8.4312,0.03,390,2388,100.0,39.13,23.4251,0.3483606557377049,159
86,24.9988,0.62,60.0,462.54,536.14,1253.42,1042.78,7.05,9.02,176.35,1915.34,8004.26,0.94,36.53,164.63,2028.17,7873.47,10.8841,0.02,306,1915,84.93,14.27,8.5168,0.3524590163934426,158
87,10.0051,0.2505,100.0,489.05,604.4,1500.93,1305.9,10.52,15.49,395.02,2318.86,8781.39,1.26,45.23,371.44,2388.02,8125.93,8.6227,0.03,369,2319,100.0,28.63,17.1701,0.3565573770491803,157
88,42.0027,0.84,100.0,445.0,549.22,1343.06,1118.52,3.91,5.71,138.7,2211.85,8320.75,1.02,41.86,130.38,2387.94,8080.88,9.3204,0.02,330,2212,100.0,10.57,6.3164,0.360655737704918,156
89,42.0053,0.84,100.0,445.0,549.02,1346.24,1121.42,3.91,5.71,138.24,2211.91,8323.32,1.02,42.07,130.52,2387.95,8080.6,9.357,0.02,331,2212,100.0,10.61,6.4029,0.3647540983606557,155
90,42.0078,0.84,100.0,445.0,549.55,1349.86,1120.46,3.91,5.72,138.62,2211.92,8315.91,1.02,42.01,131.22,2387.96,8083.23,9.3572,0.02,332,2212,100.0,10.55,6.4601,0.3688524590163934,154
91,25.0018,0.62,60.0,462.54,536.94,1258.16,1056.21,7.05,9.02,175.31,1915.31,8005.57,0.94,36.7,165.11,2028.22,7875.25,10.9089,0.02,305,1915,84.93,14.54,8.6324,0.3729508196721312,153
92,42.0057,0.84,100.0,445.0,549.6,1351.3,1124.02,3.91,5.72,138.7,2211.95,8320.14,1.02,41.75,131.14,2388.0,8087.7,9.3519,0.02,330,2212,100.0,10.69,6.3797,0.3770491803278688,152
93,25.0031,0.6206,60.0,462.54,536.96,1254.56,1041.92,7.05,9.02,175.33,1915.31,8005.89,0.94,36.71,164.47,2028.19,7872.07,10.8641,0.02,305,1915,84.93,14.39,8.6015,0.3811475409836065,151
94,42.0039,0.8408,100.0,445.0,549.35,1349.34,1117.02,3.91,5.72,138.86,2211.96,8317.04,1.02,41.93,130.47,2388.0,8083.76,9.3567,0.02,330,2212,100.0,10.69,6.4259,0.3852459016393442,150
95,10.0019,0.25,100.0,489.05,604.8,1497.42,1303.53,10.52,15.49,394.67,2318.87,8778.59,1.26,45.36,371.14,2388.11,8131.67,8.625,0.03,367,2319,100.0,28.67,17.1621,0.3893442622950819,149
96,10.0037,0.2505,100.0,489.05,604.84,1495.02,1300.76,10.52,15.49,395.63,2318.9,8774.12,1.26,45.26,372.06,2388.12,8134.57,8.6128,0.03,368,2319,100.0,28.61,17.2689,0.3934426229508196,148
97,42.0008,0.84,100.0,445.0,549.03,1353.29,1120.63,3.91,5.71,139.0,2211.9,8323.69,1.02,41.81,130.84,2388.01,8081.98,9.3745,0.02,331,2212,100.0,10.47,6.3621,0.3975409836065574,147
98,9.9998,0.25,100.0,489.05,604.97,1498.5,1297.82,10.52,15.49,395.32,2318.87,8777.66,1.26,45.34,372.5,2388.06,8131.04,8.6342,0.03,368,2319,100.0,28.8,17.2629,0.4016393442622951,146
99,42.0048,0.8418,100.0,445.0,549.08,1347.54,1123.37,3.91,5.72,138.9,2211.84,8314.21,1.02,41.89,131.56,2387.94,8086.0,9.3233,0.02,330,2212,100.0,10.67,6.3131,0.4057377049180328,145
100,25.0026,0.62,60.0,462.54,536.69,1262.76,1050.95,7.05,9.02,175.53,1915.32,8009.14,0.94,36.57,165.61,2028.24,7875.11,10.8662,0.02,307,1915,84.93,14.43,8.5931,0.4098360655737705,144
101,25.0033,0.6201,60.0,462.54,536.52,1261.75,1044.74,7.05,9.03,175.82,1915.31,8013.45,0.94,36.58,164.03,2028.24,7875.09,10.8663,0.02,308,1915,84.93,14.33,8.6021,0.4139344262295082,143
102,42.0073,0.8412,100.0,445.0,549.68,1343.78,1130.1,3.91,5.71,138.65,2211.91,8325.08,1.02,41.79,130.58,2387.94,8081.87,9.3229,0.02,329,2212,100.0,10.35,6.3304,0.4180327868852459,142
103,10.0057,0.25,100.0,489.05,605.33,1498.42,1296.6,10.52,15.49,395.12,2318.84,8780.41,1.26,45.3,371.63,2388.05,8132.54,8.624,0.03,367,2319,100.0,28.72,17.2283,0.4221311475409836,141
104,9.9982,0.25,100.0,489.05,604.89,1497.3,1298.98,10.52,15.49,395.31,2318.84,8786.86,1.26,45.49,372.1,2388.03,8130.55,8.6226,0.03,367,2319,100.0,28.77,17.2125,0.4262295081967213,140
105,42.0033,0.84,100.0,445.0,548.97,1343.53,1129.66,3.91,5.71,139.42,2211.96,8321.89,1.02,41.88,131.52,2387.96,8082.27,9.3565,0.02,330,2212,100.0,10.48,6.2664,0.430327868852459,139
106,41.9997,0.84,100.0,445.0,549.21,1354.45,1119.87,3.91,5.72,138.61,2211.91,8321.83,1.02,41.98,130.6,2387.97,8087.78,9.3483,0.02,330,2212,100.0,10.57,6.2936,0.4344262295081967,138
107,35.0043,0.84,100.0,449.44,555.37,1365.93,1123.93,5.48,8.0,194.73,2222.94,8345.3,1.02,41.82,182.93,2388.01,8060.23,9.299,0.02,333,2223,100.0,14.9,8.9622,0.4385245901639344,137
108,42.0021,0.84,100.0,445.0,549.34,1349.72,1116.45,3.91,5.72,138.02,2211.86,8321.0,1.02,41.97,130.3,2388.0,8081.59,9.3515,0.02,329,2212,100.0,10.53,6.4164,0.4426229508196721,136
109,42.0027,0.8415,100.0,445.0,549.49,1350.82,1120.23,3.91,5.71,139.64,2211.85,8317.17,1.02,41.88,130.74,2387.96,8086.48,9.3415,0.02,331,2212,100.0,10.52,6.3933,0.4467213114754098,135
110,25.0028,0.62,60.0,462.54,536.43,1263.22,1041.73,7.05,9.03,175.79,1915.36,8004.87,0.94,36.52,165.32,2028.23,7872.02,10.862,0.02,307,1915,84.93,14.4,8.6275,0.4508196721311475,134
111,42.0001,0.84,100.0,445.0,549.4,1354.3,1120.5,3.91,5.72,138.42,2211.86,8321.49,1.02,41.9,130.69,2387.93,8088.77,9.3143,0.02,329,2212,100.0,10.49,6.442,0.4549180327868852,133
112,25.0027,0.62,60.0,462.54,536.57,1255.11,1046.09,7.05,9.02,175.74,1915.31,8008.82,0.94,36.65,164.8,2028.28,7878.98,10.8757,0.02,305,1915,84.93,14.34,8.462,0.4590163934426229,132
113,25.0023,0.6202,60.0,462.54,537.06,1259.94,1042.02,7.05,9.03,175.63,1915.31,8016.25,0.94,36.52,164.79,2028.29,7873.27,10.8788,0.02,307,1915,84.93,14.29,8.6417,0.4631147540983606,131
114,20.008,0.7,100.0,491.19,607.26,1480.89,1242.18,9.35,13.66,335.17,2323.94,8722.27,1.08,44.33,314.59,2388.12,8061.25,9.1961,0.02,364,2324,100.0,24.48,14.6402,0.4672131147540984,130
115,0.0,0.0,100.0,518.67,642.64,1586.82,1396.52,14.62,21.61,554.47,2388.06,9053.12,1.3,47.36,521.32,2388.08,8136.68,8.4009,0.03,390,2388,100.0,38.96,23.3016,0.4713114754098361,129
116,42.0035,0.8411,100.0,445.0,549.6,1352.21,1115.32,3.91,5.71,138.67,2211.85,8320.37,1.02,42.06,131.26,2387.94,8082.01,9.3157,0.02,329,2212,100.0,10.67,6.4322,0.4754098360655737,128
117,42.0001,0.8402,100.0,445.0,548.61,1343.4,1118.61,3.91,5.71,139.19,2211.86,8316.8,1.02,41.78,131.03,2387.97,8081.43,9.3418,0.02,331,2212,100.0,10.68,6.3846,0.4795081967213114,127
118,24.9985,0.62,60.0,462.54,536.2,1262.65,1040.49,7.05,9.03,175.32,1915.33,8013.02,0.94,36.72,164.82,2028.18,7872.39,10.8502,0.02,305,1915,84.93,14.41,8.5836,0.4836065573770491,126
119,20.0037,0.7007,100.0,491.19,606.38,1485.16,1249.06,9.35,13.65,334.77,2323.93,8722.26,1.08,44.47,315.32,2388.07,8061.49,9.2202,0.02,364,2324,100.0,24.51,14.7626,0.4877049180327868,125
120,35.0049,0.84,100.0,449.44,555.02,1363.34,1126.06,5.48,8.0,194.18,2222.94,8341.6,1.02,41.8,183.05,2388.06,8065.28,9.2812,0.02,333,2223,100.0,15.02,8.9371,0.4918032786885246,124
121,0.0028,0.002,100.0,518.67,641.96,1582.69,1398.84,14.62,21.61,553.93,2388.08,9053.91,1.3,47.44,522.08,2388.1,8137.93,8.4185,0.03,394,2388,100.0,39.0,23.3976,0.4959016393442623,123
122,0.0018,0.0,100.0,518.67,642.3,1586.29,1404.76,14.62,21.61,553.98,2388.01,9059.22,1.3,47.31,521.95,2388.07,8139.83,8.3902,0.03,391,2388,100.0,39.04,23.3243,0.5,122
123,41.9988,0.8407,100.0,445.0,548.79,1360.06,1126.44,3.91,5.72,139.07,2211.9,8316.17,1.02,42.04,130.41,2387.96,8085.3,9.3516,0.02,330,2212,100.0,10.68,6.2523,0.5040983606557377,121
124,0.0028,0.0,100.0,518.67,641.96,1591.73,1403.47,14.62,21.61,553.78,2388.09,9057.16,1.3,47.39,521.71,2388.05,8132.86,8.4429,0.03,392,2388,100.0,38.89,23.3452,0.5081967213114754,120
125,25.0051,0.6212,60.0,462.54,536.25,1263.91,1041.73,7.05,9.03,175.71,1915.33,8004.57,0.94,36.42,164.52,2028.2,7873.01,10.8844,0.02,307,1915,84.93,14.19,8.6567,0.5122950819672131,119
126,25.0021,0.62,60.0,462.54,537.13,1263.19,1045.85,7.05,9.03,176.29,1915.3,8009.83,0.94,36.57,164.55,2028.23,7875.6,10.8871,0.02,306,1915,84.93,14.22,8.6201,0.5163934426229508,118
127,41.9984,0.84,100.0,445.0,549.7,1355.84,1126.41,3.91,5.71,137.95,2211.88,8324.7,1.02,41.82,130.68,2387.9,8084.65,9.3791,0.02,330,2212,100.0,10.46,6.3662,0.5204918032786885,117
128,10.0078,0.25,100.0,489.05,605.05,1501.08,1299.91,10.52,15.49,394.72,2318.92,8774.5,1.26,45.42,371.35,2388.09,8130.64,8.6542,0.03,369,2319,100.0,28.61,17.1992,0.5245901639344263,116
129,20.0009,0.7,100.0,491.19,607.46,1474.58,1251.16,9.35,13.65,334.8,2323.94,8716.77,1.08,44.31,315.12,2388.1,8063.85,9.1925,0.02,364,2324,100.0,24.62,14.6301,0.5286885245901639,115
